AggStep,NumUpdates,BytesDown,BytesUp,BytesTotal,MBTotal
0,8,612672,612672,1225344,1.168579
1,8,612672,612672,1225344,1.168579
2,8,612672,612672,1225344,1.168579
3,8,612672,612672,1225344,1.168579
4,8,612672,612672,1225344,1.168579
5,8,612672,612672,1225344,1.168579
6,8,612672,612672,1225344,1.168579
7,8,612672,612672,1225344,1.168579
8,8,612672,612672,1225344,1.168579
9,8,612672,612672,1225344,1.168579
10,8,612672,612672,1225344,1.168579
11,8,612672,612672,1225344,1.168579
12,8,612672,612672,1225344,1.168579
13,8,612672,612672,1225344,1.168579
14,8,612672,612672,1225344,1.168579
15,8,612672,612672,1225344,1.168579
16,8,612672,612672,1225344,1.168579
17,8,612672,612672,1225344,1.168579
18,8,612672,612672,1225344,1.168579
19,8,612672,612672,1225344,1.168579
20,8,612672,612672,1225344,1.168579
21,8,612672,612672,1225344,1.168579
22,8,612672,612672,1225344,1.168579
23,8,612672,612672,1225344,1.168579
24,8,612672,612672,1225344,1.168579
25,8,612672,612672,1225344,1.168579
26,8,612672,612672,1225344,1.168579
27,8,612672,612672,1225344,1.168579
28,8,612672,612672,1225344,1.168579
29,8,612672,612672,1225344,1.168579
30,8,612672,612672,1225344,1.168579
31,8,612672,612672,1225344,1.168579
32,8,612672,612672,1225344,1.168579
33,8,612672,612672,1225344,1.168579
34,8,612672,612672,1225344,1.168579
35,8,612672,612672,1225344,1.168579
36,8,612672,612672,1225344,1.168579
37,8,612672,612672,1225344,1.168579
38,8,612672,612672,1225344,1.168579
39,8,612672,612672,1225344,1.168579
40,8,612672,612672,1225344,1.168579
41,8,612672,612672,1225344,1.168579
42,8,612672,612672,1225344,1.168579
43,8,612672,612672,1225344,1.168579
44,8,612672,612672,1225344,1.168579
45,8,612672,612672,1225344,1.168579
46,8,612672,612672,1225344,1.168579
47,8,612672,612672,1225344,1.168579
48,8,612672,612672,1225344,1.168579
49,8,612672,612672,1225344,1.168579
50,8,612672,612672,1225344,1.168579
51,8,612672,612672,1225344,1.168579
52,8,612672,612672,1225344,1.168579
53,8,612672,612672,1225344,1.168579
54,8,612672,612672,1225344,1.168579
55,8,612672,612672,1225344,1.168579
56,8,612672,612672,1225344,1.168579
57,8,612672,612672,1225344,1.168579
58,8,612672,612672,1225344,1.168579
59,8,612672,612672,1225344,1.168579
60,8,612672,612672,1225344,1.168579
61,8,612672,612672,1225344,1.168579
62,8,612672,612672,1225344,1.168579
63,8,612672,612672,1225344,1.168579
64,8,612672,612672,1225344,1.168579
65,8,612672,612672,1225344,1.168579
66,8,612672,612672,1225344,1.168579
67,8,612672,612672,1225344,1.168579
68,8,612672,612672,1225344,1.168579
69,8,612672,612672,1225344,1.168579
70,8,612672,612672,1225344,1.168579
71,8,612672,612672,1225344,1.168579
72,8,612672,612672,1225344,1.168579
73,8,612672,612672,1225344,1.168579
74,8,612672,612672,1225344,1.168579
75,8,612672,612672,1225344,1.168579
76,8,612672,612672,1225344,1.168579
77,8,612672,612672,1225344,1.168579
78,8,612672,612672,1225344,1.168579
79,8,612672,612672,1225344,1.168579
80,8,612672,612672,1225344,1.168579
81,8,612672,612672,1225344,1.168579
82,8,612672,612672,1225344,1.168579
83,8,612672,612672,1225344,1.168579
84,8,612672,612672,1225344,1.168579
85,8,612672,612672,1225344,1.168579
86,8,612672,612672,1225344,1.168579
87,8,612672,612672,1225344,1.168579
88,8,612672,612672,1225344,1.168579
89,8,612672,612672,1225344,1.168579
90,8,612672,612672,1225344,1.168579
91,8,612672,612672,1225344,1.168579
92,8,612672,612672,1225344,1.168579
93,8,612672,612672,1225344,1.168579
94,8,612672,612672,1225344,1.168579
95,8,612672,612672,1225344,1.168579
96,8,612672,612672,1225344,1.168579
97,8,612672,612672,1225344,1.168579
98,8,612672,612672,1225344,1.168579
99,8,612672,612672,1225344,1.168579
100,8,612672,612672,1225344,1.168579
101,8,612672,612672,1225344,1.168579
102,8,612672,612672,1225344,1.168579
103,8,612672,612672,1225344,1.168579
104,8,612672,612672,1225344,1.168579
105,8,612672,612672,1225344,1.168579
106,8,612672,612672,1225344,1.168579
107,8,612672,612672,1225344,1.168579
108,8,612672,612672,1225344,1.168579
109,8,612672,612672,1225344,1.168579
110,8,612672,612672,1225344,1.168579
111,8,612672,612672,1225344,1.168579
112,8,612672,612672,1225344,1.168579
113,8,612672,612672,1225344,1.168579
114,8,612672,612672,1225344,1.168579
115,8,612672,612672,1225344,1.168579
116,8,612672,612672,1225344,1.168579
117,8,612672,612672,1225344,1.168579
118,8,612672,612672,1225344,1.168579
119,8,612672,612672,1225344,1.168579
120,8,612672,612672,1225344,1.168579
121,8,612672,612672,1225344,1.168579
122,8,612672,612672,1225344,1.168579
123,8,612672,612672,1225344,1.168579
124,8,612672,612672,1225344,1.168579
125,8,612672,612672,1225344,1.168579
126,8,612672,612672,1225344,1.168579
127,8,612672,612672,1225344,1.168579
128,8,612672,612672,1225344,1.168579
129,8,612672,612672,1225344,1.168579
130,8,612672,612672,1225344,1.168579
131,8,612672,612672,1225344,1.168579
132,8,612672,612672,1225344,1.168579
133,8,612672,612672,1225344,1.168579
134,8,612672,612672,1225344,1.168579
135,8,612672,612672,1225344,1.168579
136,8,612672,612672,1225344,1.168579
137,8,612672,612672,1225344,1.168579
138,8,612672,612672,1225344,1.168579
139,8,612672,612672,1225344,1.168579
140,8,612672,612672,1225344,1.168579
141,8,612672,612672,1225344,1.168579
142,8,612672,612672,1225344,1.168579
143,8,612672,612672,1225344,1.168579
144,8,612672,612672,1225344,1.168579
145,8,612672,612672,1225344,1.168579
146,8,612672,612672,1225344,1.168579
147,8,612672,612672,1225344,1.168579
148,8,612672,612672,1225344,1.168579
149,8,612672,612672,1225344,1.168579
150,8,612672,612672,1225344,1.168579
151,8,612672,612672,1225344,1.168579
152,8,612672,612672,1225344,1.168579
153,8,612672,612672,1225344,1.168579
154,8,612672,612672,1225344,1.168579
155,8,612672,612672,1225344,1.168579
156,8,612672,612672,1225344,1.168579
157,8,612672,612672,1225344,1.168579
158,8,612672,612672,1225344,1.168579
159,8,612672,612672,1225344,1.168579
160,8,612672,612672,1225344,1.168579
161,8,612672,612672,1225344,1.168579
162,8,612672,612672,1225344,1.168579
163,8,612672,612672,1225344,1.168579
164,8,612672,612672,1225344,1.168579
165,8,612672,612672,1225344,1.168579
166,8,612672,612672,1225344,1.168579
167,8,612672,612672,1225344,1.168579
168,8,612672,612672,1225344,1.168579
169,8,612672,612672,1225344,1.168579
170,8,612672,612672,1225344,1.168579
171,8,612672,612672,1225344,1.168579
172,8,612672,612672,1225344,1.168579
173,8,612672,612672,1225344,1.168579
174,8,612672,612672,1225344,1.168579
175,8,612672,612672,1225344,1.168579
176,8,612672,612672,1225344,1.168579
177,8,612672,612672,1225344,1.168579
178,8,612672,612672,1225344,1.168579
179,8,612672,612672,1225344,1.168579
180,8,612672,612672,1225344,1.168579
181,8,612672,612672,1225344,1.168579
182,8,612672,612672,1225344,1.168579
183,8,612672,612672,1225344,1.168579
184,8,612672,612672,1225344,1.168579
185,8,612672,612672,1225344,1.168579
186,8,612672,612672,1225344,1.168579
187,8,612672,612672,1225344,1.168579
188,8,612672,612672,1225344,1.168579
189,8,612672,612672,1225344,1.168579
190,8,612672,612672,1225344,1.168579
191,8,612672,612672,1225344,1.168579
192,8,612672,612672,1225344,1.168579
193,8,612672,612672,1225344,1.168579
194,8,612672,612672,1225344,1.168579
195,8,612672,612672,1225344,1.168579
196,8,612672,612672,1225344,1.168579
197,8,612672,612672,1225344,1.168579
198,8,612672,612672,1225344,1.168579
199,8,612672,612672,1225344,1.168579
200,8,612672,612672,1225344,1.168579
201,8,612672,612672,1225344,1.168579
202,8,612672,612672,1225344,1.168579
203,8,612672,612672,1225344,1.168579
204,8,612672,612672,1225344,1.168579
205,8,612672,612672,1225344,1.168579
206,8,612672,612672,1225344,1.168579
207,8,612672,612672,1225344,1.168579
208,8,612672,612672,1225344,1.168579
209,8,612672,612672,1225344,1.168579
210,8,612672,612672,1225344,1.168579
211,8,612672,612672,1225344,1.168579
212,8,612672,612672,1225344,1.168579
213,8,612672,612672,1225344,1.168579
214,8,612672,612672,1225344,1.168579
215,8,612672,612672,1225344,1.168579
216,8,612672,612672,1225344,1.168579
217,8,612672,612672,1225344,1.168579
218,8,612672,612672,1225344,1.168579
219,8,612672,612672,1225344,1.168579
220,8,612672,612672,1225344,1.168579
221,8,612672,612672,1225344,1.168579
222,8,612672,612672,1225344,1.168579
223,8,612672,612672,1225344,1.168579
224,8,612672,612672,1225344,1.168579
225,8,612672,612672,1225344,1.168579
226,8,612672,612672,1225344,1.168579
227,8,612672,612672,1225344,1.168579
228,8,612672,612672,1225344,1.168579
229,8,612672,612672,1225344,1.168579
230,8,612672,612672,1225344,1.168579
231,8,612672,612672,1225344,1.168579
232,8,612672,612672,1225344,1.168579
233,8,612672,612672,1225344,1.168579
234,8,612672,612672,1225344,1.168579
235,8,612672,612672,1225344,1.168579
236,8,612672,612672,1225344,1.168579
237,8,612672,612672,1225344,1.168579
238,8,612672,612672,1225344,1.168579
239,8,612672,612672,1225344,1.168579
240,8,612672,612672,1225344,1.168579
241,8,612672,612672,1225344,1.168579
242,8,612672,612672,1225344,1.168579
243,8,612672,612672,1225344,1.168579
244,8,612672,612672,1225344,1.168579
245,8,612672,612672,1225344,1.168579
246,8,612672,612672,1225344,1.168579
247,8,612672,612672,1225344,1.168579
248,8,612672,612672,1225344,1.168579
249,8,612672,612672,1225344,1.168579
250,8,612672,612672,1225344,1.168579
251,8,612672,612672,1225344,1.168579
252,8,612672,612672,1225344,1.168579
253,8,612672,612672,1225344,1.168579
254,8,612672,612672,1225344,1.168579
255,8,612672,612672,1225344,1.168579
256,8,612672,612672,1225344,1.168579
257,8,612672,612672,1225344,1.168579
258,8,612672,612672,1225344,1.168579
259,8,612672,612672,1225344,1.168579
260,8,612672,612672,1225344,1.168579
261,8,612672,612672,1225344,1.168579
262,8,612672,612672,1225344,1.168579
263,8,612672,612672,1225344,1.168579
264,8,612672,612672,1225344,1.168579
265,8,612672,612672,1225344,1.168579
266,8,612672,612672,1225344,1.168579
267,8,612672,612672,1225344,1.168579
268,8,612672,612672,1225344,1.168579
269,8,612672,612672,1225344,1.168579
270,8,612672,612672,1225344,1.168579
271,8,612672,612672,1225344,1.168579
272,8,612672,612672,1225344,1.168579
273,8,612672,612672,1225344,1.168579
274,8,612672,612672,1225344,1.168579
275,8,612672,612672,1225344,1.168579
276,8,612672,612672,1225344,1.168579
277,8,612672,612672,1225344,1.168579
278,8,612672,612672,1225344,1.168579
279,8,612672,612672,1225344,1.168579
280,8,612672,612672,1225344,1.168579
281,8,612672,612672,1225344,1.168579
282,8,612672,612672,1225344,1.168579
283,8,612672,612672,1225344,1.168579
284,8,612672,612672,1225344,1.168579
285,8,612672,612672,1225344,1.168579
286,8,612672,612672,1225344,1.168579
287,8,612672,612672,1225344,1.168579
288,8,612672,612672,1225344,1.168579
289,8,612672,612672,1225344,1.168579
290,8,612672,612672,1225344,1.168579
291,8,612672,612672,1225344,1.168579
292,8,612672,612672,1225344,1.168579
293,8,612672,612672,1225344,1.168579
294,8,612672,612672,1225344,1.168579
295,8,612672,612672,1225344,1.168579
296,8,612672,612672,1225344,1.168579
297,8,612672,612672,1225344,1.168579
298,8,612672,612672,1225344,1.168579
299,8,612672,612672,1225344,1.168579
300,8,612672,612672,1225344,1.168579
301,8,612672,612672,1225344,1.168579
302,8,612672,612672,1225344,1.168579
303,8,612672,612672,1225344,1.168579
304,8,612672,612672,1225344,1.168579
305,8,612672,612672,1225344,1.168579
306,8,612672,612672,1225344,1.168579
307,8,612672,612672,1225344,1.168579
308,8,612672,612672,1225344,1.168579
309,8,612672,612672,1225344,1.168579
310,8,612672,612672,1225344,1.168579
311,8,612672,612672,1225344,1.168579
312,8,612672,612672,1225344,1.168579
313,8,612672,612672,1225344,1.168579
314,8,612672,612672,1225344,1.168579
315,8,612672,612672,1225344,1.168579
316,8,612672,612672,1225344,1.168579
317,8,612672,612672,1225344,1.168579
318,8,612672,612672,1225344,1.168579
319,8,612672,612672,1225344,1.168579
320,8,612672,612672,1225344,1.168579
321,8,612672,612672,1225344,1.168579
322,8,612672,612672,1225344,1.168579
323,8,612672,612672,1225344,1.168579
324,8,612672,612672,1225344,1.168579
325,8,612672,612672,1225344,1.168579
326,8,612672,612672,1225344,1.168579
327,8,612672,612672,1225344,1.168579
328,8,612672,612672,1225344,1.168579
329,8,612672,612672,1225344,1.168579
330,8,612672,612672,1225344,1.168579
331,8,612672,612672,1225344,1.168579
332,8,612672,612672,1225344,1.168579
333,8,612672,612672,1225344,1.168579
334,8,612672,612672,1225344,1.168579
335,8,612672,612672,1225344,1.168579
336,8,612672,612672,1225344,1.168579
337,8,612672,612672,1225344,1.168579
338,8,612672,612672,1225344,1.168579
339,8,612672,612672,1225344,1.168579
340,8,612672,612672,1225344,1.168579
341,8,612672,612672,1225344,1.168579
342,8,612672,612672,1225344,1.168579
343,8,612672,612672,1225344,1.168579
344,8,612672,612672,1225344,1.168579
345,8,612672,612672,1225344,1.168579
346,8,612672,612672,1225344,1.168579
347,8,612672,612672,1225344,1.168579
348,8,612672,612672,1225344,1.168579
349,8,612672,612672,1225344,1.168579
350,8,612672,612672,1225344,1.168579
351,8,612672,612672,1225344,1.168579
352,8,612672,612672,1225344,1.168579
353,8,612672,612672,1225344,1.168579
354,8,612672,612672,1225344,1.168579
355,8,612672,612672,1225344,1.168579
356,8,612672,612672,1225344,1.168579
357,8,612672,612672,1225344,1.168579
358,8,612672,612672,1225344,1.168579
359,8,612672,612672,1225344,1.168579
360,8,612672,612672,1225344,1.168579
361,8,612672,612672,1225344,1.168579
362,8,612672,612672,1225344,1.168579
363,8,612672,612672,1225344,1.168579
364,8,612672,612672,1225344,1.168579
365,8,612672,612672,1225344,1.168579
366,8,612672,612672,1225344,1.168579
367,8,612672,612672,1225344,1.168579
368,8,612672,612672,1225344,1.168579
369,8,612672,612672,1225344,1.168579
370,8,612672,612672,1225344,1.168579
371,8,612672,612672,1225344,1.168579
372,8,612672,612672,1225344,1.168579
373,8,612672,612672,1225344,1.168579
374,8,612672,612672,1225344,1.168579
375,8,612672,612672,1225344,1.168579
376,8,612672,612672,1225344,1.168579
377,8,612672,612672,1225344,1.168579
378,8,612672,612672,1225344,1.168579
379,8,612672,612672,1225344,1.168579
380,8,612672,612672,1225344,1.168579
381,8,612672,612672,1225344,1.168579
382,8,612672,612672,1225344,1.168579
383,8,612672,612672,1225344,1.168579
384,8,612672,612672,1225344,1.168579
385,8,612672,612672,1225344,1.168579
386,8,612672,612672,1225344,1.168579
387,8,612672,612672,1225344,1.168579
388,8,612672,612672,1225344,1.168579
389,8,612672,612672,1225344,1.168579
390,8,612672,612672,1225344,1.168579
391,8,612672,612672,1225344,1.168579
392,8,612672,612672,1225344,1.168579
393,8,612672,612672,1225344,1.168579
394,8,612672,612672,1225344,1.168579
395,8,612672,612672,1225344,1.168579
396,8,612672,612672,1225344,1.168579
397,8,612672,612672,1225344,1.168579
398,8,612672,612672,1225344,1.168579
399,8,612672,612672,1225344,1.168579
400,8,612672,612672,1225344,1.168579
401,8,612672,612672,1225344,1.168579
402,8,612672,612672,1225344,1.168579
403,8,612672,612672,1225344,1.168579
404,8,612672,612672,1225344,1.168579
405,8,612672,612672,1225344,1.168579
406,8,612672,612672,1225344,1.168579
407,8,612672,612672,1225344,1.168579
408,8,612672,612672,1225344,1.168579
409,8,612672,612672,1225344,1.168579
410,8,612672,612672,1225344,1.168579
411,8,612672,612672,1225344,1.168579
412,8,612672,612672,1225344,1.168579
413,8,612672,612672,1225344,1.168579
414,8,612672,612672,1225344,1.168579
415,8,612672,612672,1225344,1.168579
416,8,612672,612672,1225344,1.168579
417,8,612672,612672,1225344,1.168579
418,8,612672,612672,1225344,1.168579
419,8,612672,612672,1225344,1.168579
420,8,612672,612672,1225344,1.168579
421,8,612672,612672,1225344,1.168579
422,8,612672,612672,1225344,1.168579
423,8,612672,612672,1225344,1.168579
424,8,612672,612672,1225344,1.168579
425,8,612672,612672,1225344,1.168579
426,8,612672,612672,1225344,1.168579
427,8,612672,612672,1225344,1.168579
428,8,612672,612672,1225344,1.168579
429,8,612672,612672,1225344,1.168579
430,8,612672,612672,1225344,1.168579
431,8,612672,612672,1225344,1.168579
432,8,612672,612672,1225344,1.168579
433,8,612672,612672,1225344,1.168579
434,8,612672,612672,1225344,1.168579
435,8,612672,612672,1225344,1.168579
436,8,612672,612672,1225344,1.168579
437,8,612672,612672,1225344,1.168579
438,8,612672,612672,1225344,1.168579
439,8,612672,612672,1225344,1.168579
440,8,612672,612672,1225344,1.168579
441,8,612672,612672,1225344,1.168579
442,8,612672,612672,1225344,1.168579
443,8,612672,612672,1225344,1.168579
444,8,612672,612672,1225344,1.168579
445,8,612672,612672,1225344,1.168579
446,8,612672,612672,1225344,1.168579
447,8,612672,612672,1225344,1.168579
448,8,612672,612672,1225344,1.168579
449,8,612672,612672,1225344,1.168579
450,8,612672,612672,1225344,1.168579
451,8,612672,612672,1225344,1.168579
452,8,612672,612672,1225344,1.168579
453,8,612672,612672,1225344,1.168579
454,8,612672,612672,1225344,1.168579
455,8,612672,612672,1225344,1.168579
456,8,612672,612672,1225344,1.168579
457,8,612672,612672,1225344,1.168579
458,8,612672,612672,1225344,1.168579
459,8,612672,612672,1225344,1.168579
460,8,612672,612672,1225344,1.168579
461,8,612672,612672,1225344,1.168579
462,8,612672,612672,1225344,1.168579
463,8,612672,612672,1225344,1.168579
464,8,612672,612672,1225344,1.168579
465,8,612672,612672,1225344,1.168579
466,8,612672,612672,1225344,1.168579
467,8,612672,612672,1225344,1.168579
468,8,612672,612672,1225344,1.168579
469,8,612672,612672,1225344,1.168579
470,8,612672,612672,1225344,1.168579
471,8,612672,612672,1225344,1.168579
472,8,612672,612672,1225344,1.168579
473,8,612672,612672,1225344,1.168579
474,8,612672,612672,1225344,1.168579
475,8,612672,612672,1225344,1.168579
476,8,612672,612672,1225344,1.168579
477,8,612672,612672,1225344,1.168579
478,8,612672,612672,1225344,1.168579
479,8,612672,612672,1225344,1.168579
480,8,612672,612672,1225344,1.168579
481,8,612672,612672,1225344,1.168579
482,8,612672,612672,1225344,1.168579
483,8,612672,612672,1225344,1.168579
484,8,612672,612672,1225344,1.168579
485,8,612672,612672,1225344,1.168579
486,8,612672,612672,1225344,1.168579
487,8,612672,612672,1225344,1.168579
488,8,612672,612672,1225344,1.168579
489,8,612672,612672,1225344,1.168579
490,8,612672,612672,1225344,1.168579
491,8,612672,612672,1225344,1.168579
492,8,612672,612672,1225344,1.168579
493,8,612672,612672,1225344,1.168579
494,8,612672,612672,1225344,1.168579
495,8,612672,612672,1225344,1.168579
496,8,612672,612672,1225344,1.168579
497,8,612672,612672,1225344,1.168579
498,8,612672,612672,1225344,1.168579
499,8,612672,612672,1225344,1.168579
